Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,Bwd_Pkt_Len_Max,Flow_IAT_Mean,App_Transitions_5s,Keystroke_Flight_Mean,Touch_Pressure_Variance,Sensitive_Permission_Access,TFLite_Phishing_Score,Label
28407,8,2,904,38.92568681285109,1,126.47932054014169,0.014669702196230809,0,0.038054215873684655,Benign
46570,9,6,1398,35.37273179763754,2,101.40862355493374,0.021330933608488367,0,0.035049203014427176,Benign
11635,3,3,390,48.420892088451815,0,122.62180397790686,0.019545664573478637,0,0.15333058098033978,Benign
2493,1,9,1102,32.211024287855196,0,117.32881449811046,0.04669308187830296,0,0.04409633389472137,Benign
1698,6,1,1249,35.53818054652086,1,136.2074438874152,0.03501447533191045,0,0.07145916504057961,Benign
22080,9,4,118,32.10250330325214,1,84.86168902483098,0.011117054831585782,0,0.03172478428531283,Benign
22647,8,10,528,34.04367792733702,2,139.89684606557964,0.012511775901315999,0,0.08818674005746752,Benign
4929,10,8,323,12.793013884630865,0,149.56829662798984,0.0170959828510812,0,0.0635547531750518,Benign
41252,7,6,952,17.197291335661824,0,90.07447271570416,0.04982076671960188,0,0.04265828964418832,Benign
12821,1,5,800,19.291486770306026,2,139.50344757670888,0.045250959015281006,0,0.18227344294133463,Benign
30989,5,8,643,7.024963229424632,2,148.80092831170458,0.028335695833954087,0,0.0304038628509439,Benign
31944,10,8,1101,18.905382605989644,1,130.31720083036205,0.01999545452766715,0,0.07395416784372881,Benign
4648,6,5,171,17.24108813033719,0,92.57009976446543,0.030890219621880023,0,0.19604005700637595,Benign
29601,2,8,487,35.12101893809695,1,107.04498789014761,0.045332049965130045,0,0.1335895385715094,Benign
43635,7,8,490,7.161360350500068,0,106.74333368022243,0.014299360750054092,0,0.06874211296987938,Benign
4539,7,7,1222,15.54430744254244,2,133.65062004134398,0.019984332787049766,0,0.14775654134505264,Benign
32662,3,1,602,44.90759939266166,0,81.57724477317765,0.03403812341905712,0,0.0067293164804543395,Benign
7507,2,10,1064,19.676636705878714,2,96.71225583814986,0.025198691169562644,0,0.13713314368539717,Benign
48760,8,5,230,18.02159821147106,1,113.14516601189285,0.0467317026464879,0,0.006251519336808076,Benign
26567,6,4,349,28.51877424875839,1,144.09592085630166,0.025373123651716206,0,0.03571822130548694,Benign
48372,6,6,66,6.349506817588551,2,87.4023006655103,0.026702547437800643,0,0.007567094524025553,Benign
39874,10,9,397,25.166186393490346,0,100.57334743914191,0.03664909436836743,0,0.019771733455697917,Benign
49750,3,5,302,27.855439261233524,1,83.24873702524123,0.022778611946286862,0,0.17121392681465297,Benign
1911,3,3,1004,19.66105662691023,0,84.42928582196166,0.037071546466835026,0,0.18139202539605825,Benign
15002,5,7,558,22.818038793217852,2,92.36237124262621,0.016571425553975484,0,0.09024879781285529,Benign
48222,7,10,110,9.6355910300577,0,118.75361388183235,0.049463951428514244,0,0.18652691724898607,Benign
48635,4,6,1425,31.450272222919953,2,132.91141744994124,0.0316467571247866,0,0.1780655722033091,Benign
25666,4,9,127,12.945296969542243,0,84.28326019535224,0.029320411134932632,0,0.14541704429763605,Benign
12573,5,5,221,49.035615184282705,2,123.75900508003289,0.03933805440317211,0,0.058054424620619785,Benign
12198,7,9,1021,5.043428419748719,2,98.97530864003075,0.010263540246459604,0,0.019050084992840912,Benign
41398,6,6,1069,41.788439001328136,2,127.72080101029468,0.01594350546013757,0,0.051182409304016074,Benign
12229,4,1,1036,17.007214454225817,2,111.66021665919355,0.023763052701173855,0,0.031567789328188156,Benign
28047,3,5,1234,34.403929780983866,0,88.3331323054614,0.041635623306148534,0,0.10718356125910931,Benign
30832,7,4,1439,27.96453131191757,0,84.97601352588103,0.0193827701372399,0,0.18503364027021896,Benign
26762,5,2,918,17.176088486736635,1,106.80564846010449,0.04860897406485043,0,0.05927969068678971,Benign
32354,4,2,1364,49.73446592597339,0,118.39506214768201,0.012321494266806501,0,0.04020155513697206,Benign
8694,4,8,1485,38.952451478103825,2,112.28898831794184,0.029023048992178786,0,0.07892098348709703,Benign
38934,3,10,1348,36.27512031063957,0,137.9300505749601,0.013962501477245688,0,0.06685877912337827,Benign
27266,1,1,706,44.29663601400037,0,114.23414276787668,0.03360907659402889,0,0.0410092957327132,Benign
20077,4,10,509,32.09184738694306,1,96.6948850028179,0.020114211196473192,0,0.004548440262047149,Benign
36984,9,5,296,19.290794996514734,0,123.48130786901471,0.023589843593661952,0,0.17484867017800854,Benign
48224,9,9,1285,31.76232279218672,2,135.64921804686946,0.021024271400935816,0,0.08338632784101421,Benign
2489,3,7,498,37.513967777799415,2,107.80065638799046,0.010462689912782644,0,0.1287267018724233,Benign
19044,8,9,1230,46.425560857004825,1,99.99663239817102,0.028077974249020317,0,0.09733203143641436,Benign
6719,5,8,669,7.129100470311279,0,136.9358397276006,0.022233930625130738,0,0.057335150670762336,Benign
38423,3,8,1027,6.919715007220862,1,138.50347122678377,0.019691235711229584,0,0.15540218398398145,Benign
17940,6,3,1334,15.567131379033654,0,127.14357310722363,0.02294749652865688,0,0.039359618042953494,Benign
24247,1,10,1251,22.658793689342566,1,98.98201288687866,0.0498331136026591,0,0.0602665197929767,Benign
33356,2,10,1211,13.937763378004943,0,124.77830860485605,0.03367981875133749,0,0.05735091909243424,Benign
29946,10,10,1178,33.30564046687798,1,113.32963141470388,0.019295323346462938,0,0.030290968898603166,Benign
44500,4,9,1162,44.52103765975498,1,149.97258741141772,0.03764190305160634,0,0.06537438184881682,Benign
35855,7,6,1227,32.109950651728866,0,138.78019547307122,0.04848888776678369,0,0.14164467011821513,Benign
18086,3,2,636,35.362139277530105,2,97.38319676439414,0.034149226956801254,0,0.14742515554045074,Benign
48524,1,7,623,10.754000170132393,1,92.58947881199946,0.03409509446761044,0,0.1370933074087981,Benign
48446,9,8,936,46.40592324292923,1,149.63042190624415,0.02868751172845966,0,0.11623335219454523,Benign
20224,7,7,179,33.33920604515044,1,119.1786895940406,0.04733669010592518,0,0.07771666507145042,Benign
31935,8,4,173,36.41358973528031,0,134.77553269631625,0.028549207345930375,0,0.1557261936856035,Benign
16400,9,5,857,49.65740094263106,2,125.09816510409516,0.0189499566757902,0,0.004867136313312659,Benign
14829,5,7,1061,41.835876823953,1,122.25598407548824,0.018078103848636062,0,0.05861018041104243,Benign
8700,3,3,859,18.33787309213821,0,106.16008603666528,0.0163530181024683,0,0.09495516891388589,Benign
28308,9,10,234,40.719821929343134,1,135.691606205832,0.03144742735598626,0,0.1736200706398574,Benign
10860,1,10,907,16.447210107535113,1,97.53190000580653,0.02570016632551441,0,0.13103080616790994,Benign
44173,3,3,1276,43.465216397920635,1,94.25025584627085,0.012295766315558994,0,0.19225999600466262,Benign
10464,6,7,1158,46.66341159027709,1,93.8918125128085,0.01841007544444157,0,0.026567327652564976,Benign
34232,9,3,407,9.077660785504374,0,133.54422509137646,0.04136960059982797,0,0.032597912244162176,Benign
43813,7,4,750,15.253040471641647,0,136.1728804885632,0.03651229509089551,0,0.00041608871067975176,Benign
40716,2,2,1412,7.248983399359679,1,115.9542930938496,0.043135142479186046,0,0.01287975504363439,Benign
14915,2,6,994,17.96967435191796,1,114.29469678959663,0.019716106145458892,0,0.14151429011922,Benign
35258,5,6,1412,16.15520968884779,2,114.87393680304892,0.028612166803177685,0,0.11895115836626727,Benign
